1.240584345,0.975614286,9.478239344,4.03544279,2.567429027,0.494301358,0.349041237,4.48139865,41.3628128,1149.990334,155.7527683,4.713421512,3.443883754,0.875839584,9.324563258,1.283539096,5.69083391,5.418984778,1.246555929,0.839541078,2.798874725,65.74450872,77.25529086,80.39687778,16.11419129,8.021660556,1.908581733,0.590767865,0.758836256,0.297893697,0.816301587,0.682523886,1.579298209,0.186549987,0.212042856,3.015826472,2.804372137,12.02396309,7.504887422,2.01439791,0.514778505,0.151027152,0.354913516,0.243896844,0.474474628,0.312548496,0.676682969,0.183516549,0.244868397,1.782108818,0.864372803,27.70399894,17.12164767,3.84679317,0.205003312,0.237621054,0
5.023266448,1.221346837,13.27914447,4.340896248,1.262398236,1.100234652,1.030183202,7.541148715,12.18541745,7.370800885,9.280945939,5.362749084,0.450944246,0.134290772,15.64583701,1.715532843,11.22957316,11.6485037,1.56202578,3.352853624,8.865887092,194.0172513,91.25960635,17.19810233,6.573723169,3.199994609,0.563337309,0.54023261,0.864385235,0.172525663,0.771721103,0.633125501,1.525060719,0.202556313,0.267145446,2.72354035,1.70852338,2.996088931,0.702028012,0.46914545,0.137129014,0.09111251,0.303594505,0.159987614,0.385850591,0.21472363,0.333524555,0.155945452,0.291845313,0.581656847,0.70619279,0.858404368,0.360920231,0.196372241,0.140603417,0.118341008,0
8.019934058,3.931075492,19.04989256,2.90679816,1.235664588,4.892157969,1.918727501,8.039643115,6.559096457,6.978000108,9.200356355,4.681036679,1.52461099,1.463552639,13.81123965,2.562789527,13.10722371,7.517721081,3.931628459,1.470109052,2.58777213,82.58003273,35.15227628,7.380568153,9.534461916,7.894244286,0.897663963,1.22859548,1.808163033,0.404697306,1.093958915,0.851860781,0.556285937,0.225157183,0.295209756,3.903232593,1.620817095,3.225370718,2.462253518,1.277600393,0.167732053,0.184235216,0.358117942,0.19191657,0.428125685,0.331646016,0.380564783,0.108651386,0.197101428,1.090062096,0.889149883,1.532958331,0.716120777,0.374469578,0.087451844,0.225834837,0
2.155463991,0.547453699,9.389270805,1.731636046,1.823279874,1.008631886,0.650484592,7.542610427,8.586693855,5.219841141,4.542497855,2.803309065,0.981024969,0.388813112,8.255129193,1.113827489,4.656060525,7.169015933,1.991735257,1.256460862,4.23431427,97.0539443,43.9198516,11.35530635,6.170010468,4.666260358,1.95989811,0.921704202,0.956158436,0.234482962,1.215106884,0.780052755,0.586531011,0.225498395,0.30004054,3.843181845,2.591307651,2.893689014,1.055674749,0.631774899,0.339819552,0.176074385,0.268976171,0.113797066,0.498227453,0.249235581,0.429027953,0.105291189,0.159326658,1.035082819,0.76228017,1.396041942,0.427500896,0.146535127,0.153023738,0.173434043,0
4.546663898,0.551234477,7.15947616,3.017084807,1.131931931,0.740087332,0.528968475,8.568529243,9.022166665,6.626432555,5.195635282,2.976465155,4.203550964,0.175288006,26.51981748,3.50826034,24.64266832,16.57147346,2.932694609,2.254300688,6.53854059,93.81403822,35.36797227,6.807383191,24.04136737,15.86839015,5.484877307,1.678849579,1.008143714,0.174339144,1.006871225,0.720278391,0.750514918,0.228539796,0.375012265,2.778410569,2.392178664,2.585238225,1.340766276,0.78121948,0.622261457,0.104276625,0.179706249,0.102802283,0.224525844,0.21887502,0.277156141,0.113325526,0.174804217,0.720724962,0.412109713,1.583112559,0.263211476,0.194591202,0.156430789,0.16162791,0
4.782992884,0.632373011,4.72483515,3.92289934,0.330823296,0.203156153,0.387612095,11.53124932,7.169139255,3.049625602,3.801127357,2.581004892,3.431970243,0.490258813,26.69649301,2.318245619,13.0112485,14.33893544,4.951677327,1.082639855,7.101918489,92.05620517,37.70948637,5.2608821,17.31254797,10.65927751,1.332564647,1.883041107,1.191286674,0.152699864,0.852852509,0.811915917,0.900054794,0.152119583,0.22556462,2.181465892,2.350591158,4.090454725,1.833653843,0.737752543,0.279763413,0.125214433,0.338117007,0.076067272,0.231648711,0.204618043,0.340889144,0.123738852,0.213332919,0.754165331,0.554170647,1.129982858,0.327839485,0.199097621,0.125922358,0.155393339,0
2.092372968,0.213910611,6.537220249,3.543114443,1.830955621,0.526727283,0.22061464,4.251513134,5.698020276,3.396828618,3.975563716,1.625654695,0.660005856,0.189841632,15.00335121,2.783764778,10.77774103,7.956242149,3.185835228,2.307204547,7.420060557,28.56599169,16.33606897,18.90330137,27.94749129,12.76423146,2.141449553,1.547560808,0.711972996,0.291230659,0.749373456,0.597490923,0.792262611,0.250463734,0.287430073,2.230464828,1.953449374,2.903518886,0.895217134,0.7478009,0.2133109,0.137558589,0.488253732,0.094310236,0.474736961,0.403009377,0.493235127,0.362887542,0.284371991,0.473068777,0.452577852,1.601045904,0.301400495,0.224327147,0.147721221,0.143441786,0
2.902638881,0.485059835,10.81083693,1.868696131,1.84480611,0.23697126,0.405845135,10.36842313,8.68424749,5.825985233,3.646001997,2.414139419,1.783368319,0.271608279,10.13479355,2.608861465,9.177557987,5.784739936,3.179573872,1.251011839,5.386991012,52.55770527,22.4835653,5.462401173,9.680733069,3.897372525,1.596962894,1.107181296,0.672785287,0.206186607,0.687816523,0.459662999,0.978395793,0.142182175,0.448795497,2.414112336,2.001373988,2.729866611,1.044087601,0.498161189,0.321201458,0.144286347,0.273878729,0.150074342,0.284475462,0.236162088,0.407702323,0.153705369,0.180966858,0.919868295,0.489469992,1.052026897,0.280314465,0.122147855,0.187308676,0.167694193,0
3.502037668,0.895787201,2.992444016,1.87368049,0.851307411,0.320562692,0.30261419,3.842264384,8.088415747,7.105992479,5.251427818,2.571558233,29.67259346,0.660991834,17.4529312,3.436955404,13.4760757,11.09762358,3.921304399,1.535291745,5.486332015,40.64455781,16.51650752,15.47092678,23.16458023,9.547494453,14.63463764,2.338568708,0.771767958,0.171069332,0.857471998,0.384874772,0.495132393,0.241308929,0.287793953,1.356466441,1.284423692,1.71112336,0.907657316,0.624518643,1.486567198,0.22575786,0.390205284,0.192102662,0.2700142,0.456763628,0.49861265,0.132954365,0.13008679,0.67193866,0.462220655,1.574277542,0.413820638,0.198533558,0.547447117,0.406474286,0
3.008679031,0.120597084,3.408611522,0.976372457,1.920294136,0.622052447,0.316129898,5.788137333,11.34721779,8.776747801,5.286781185,1.609789598,7.932167173,0.177097618,25.19349716,1.608665387,18.40433272,14.03577666,1.620196734,4.179494399,3.811129864,114.2687711,41.95939268,8.863340343,14.04522809,8.142988374,4.677489526,1.86860503,0.693251756,0.142294807,0.737113397,0.552955626,0.390387942,0.289972725,0.269753511,3.136287213,1.503022352,2.578681771,0.794299019,0.4185884,0.635891494,0.123151938,0.321696825,0.089249199,0.305719497,0.350534386,0.271536123,0.231520529,0.2999737,1.058284625,0.704281134,1.244296567,0.346087175,0.220322219,0.272404551,0.196175633,0
